mapping, replan, sfc, mpc, 
0, 6.7e-05, 0.267653, 2.21205, 
2.06211, 6.1e-05, 0.351224, 2.05733, 
0, 0.000161, 0.218737, 1.89632, 
0, 6.9e-05, 0.200493, 1.97327, 
0, 0.000152, 0.265657, 2.01585, 
0, 0.000176, 0.448902, 2.03751, 
1.1668, 0.000205, 0.448914, 2.02006, 
0, 0.00015, 0.514953, 2.06958, 
0, 0.000199, 0.261192, 2.0847, 
0, 6.1e-05, 0.270575, 2.16143, 
0, 0.000158, 0.533612, 2.03764, 
1.24134, 0.000189, 0.482359, 2.06371, 
0, 6.3e-05, 0.630124, 2.38034, 
0, 0.000126, 0.227079, 1.96022, 
0, 0.000182, 0.233729, 2.09344, 
0, 0.00014, 0.415962, 2.05699, 
0, 6.1e-05, 0.455136, 2.19103, 
1.33113, 0.000175, 0.256302, 2.11502, 
0, 0.000196, 0.21257, 1.99535, 
0, 4.5e-05, 0.233914, 1.9878, 
0, 0.000181, 0.225759, 1.93329, 
1.29543, 7.9e-05, 0.249962, 2.21399, 
0, 0.000192, 0.247278, 2.12174, 
0, 0.000274, 0.254779, 2.00956, 
0, 0.000143, 0.445122, 1.9322, 
0, 0.000199, 0.209279, 1.95431, 
2.22769, 5.8e-05, 0.208323, 1.94943, 
0, 0.000196, 0.217296, 1.9653, 
0, 0.00023, 0.228364, 1.94292, 
0, 8.5e-05, 0.413537, 2.0471, 
0, 0.000188, 0.213171, 1.87839, 
1.32522, 0.000134, 0.207884, 1.96906, 
0, 0.000163, 0.208765, 1.91221, 
0, 0.000171, 0.270514, 2.55802, 
0, 0.000185, 0.500054, 1.94164, 
0, 0.000215, 0.543993, 2.0956, 
1.62289, 0.000801, 0.298418, 2.12198, 
0, 6.2e-05, 0.259324, 3.72537, 
0, 5.9e-05, 0.254284, 2.07692, 
0, 0.00014, 0.223188, 2.00526, 
0, 0.000161, 0.246803, 2.07688, 
2.04098, 0.00016, 0.25082, 2.46271, 
0, 0.000223, 0.264908, 2.10285, 
0, 0.000167, 0.213588, 1.92143, 
0, 0.000142, 0.257523, 2.3848, 
0, 0.000152, 0.220642, 1.98592, 
1.71435, 0.000319, 0.236746, 2.32997, 
0, 0.000125, 0.220482, 1.99286, 
0, 0.000156, 0.226599, 2.10855, 
0, 0.00043, 0.260647, 2.02986, 
0, 0.000179, 0.235372, 1.98575, 
1.77667, 0.000348, 0.24038, 2.09099, 
0, 0.000202, 0.219387, 2.07001, 
0, 0.000162, 0.265553, 2.21531, 
0, 0.000129, 0.297626, 2.27043, 
0, 0.000148, 0.226843, 2.13668, 
1.33156, 0.000146, 0.217664, 2.08114, 
0, 0.000199, 0.236485, 2.28582, 
0, 5.4e-05, 0.235777, 2.00357, 
0, 0.00015, 0.21982, 2.0214, 
0, 5.7e-05, 0.270457, 1.89508, 
2.12802, 0.000321, 0.258959, 1.9698, 
0, 0.000161, 0.218327, 1.92746, 
0, 0.000167, 0.202506, 1.97889, 
0, 0.000218, 0.235333, 1.98645, 
0, 0.000177, 0.22472, 1.96993, 
1.42051, 4.7e-05, 0.211468, 1.91395, 
0, 0.000144, 0.212389, 1.94108, 
0, 0.000143, 0.33898, 2.14376, 
0, 0.000136, 0.206431, 2.04152, 
0, 0.000222, 0.342423, 2.74972, 
1.99569, 0.000199, 0.242006, 2.09281, 
0, 0.000222, 0.247092, 2.23732, 
0, 0.000163, 0.227334, 2.13045, 
0, 0.000143, 0.202722, 1.87109, 
0, 5.1e-05, 0.201292, 1.97545, 
0, 6.1e-05, 0.21346, 2.07575, 
2.06192, 0.000176, 0.333475, 3.07058, 
0, 4e-05, 0.231439, 2.05671, 
0, 6e-05, 0.233652, 1.98121, 
0, 0.000188, 0.213418, 1.99399, 
1.1934, 0.000149, 0.262788, 2.01014, 
0, 0.000362, 0.270668, 2.22836, 
0, 3.4e-05, 0.228977, 2.24354, 
0, 4.2e-05, 0.213864, 1.9251, 
0, 0.000149, 0.216059, 1.96237, 
1.28031, 0.000176, 0.224806, 2.08413, 
0, 0.000153, 0.266571, 2.09834, 
0, 0.000234, 0.276933, 2.0997, 
0, 5.6e-05, 0.262134, 2.10566, 
0, 0.00012, 0.210496, 2.00995, 
1.11744, 0.000186, 0.247576, 2.44393, 
0, 3.5e-05, 0.650033, 2.48995, 
0, 0.000154, 0.223035, 1.99934, 
0, 0.000148, 0.226164, 2.05622, 
0, 0.00017, 0.249986, 2.10188, 
1.27798, 0.000198, 0.23041, 2.06493, 
0, 0.000221, 0.225463, 2.04512, 
0, 4.8e-05, 0.217804, 2.09121, 
0, 0.000184, 0.307097, 2.30238, 
0, 0.000235, 0.258693, 2.06943, 
1.56734, 0.000129, 0.230499, 2.09496, 
0, 0.00024, 0.314002, 2.15335, 
0, 7.5e-05, 0.251587, 2.36225, 
0, 0.000255, 0.289019, 2.22947, 
0, 0.000188, 0.237339, 1.94726, 
1.37204, 0.000163, 0.219125, 2.06908, 
0, 6.1e-05, 0.222555, 2.04365, 
0, 0.000134, 0.216505, 2.02244, 
0, 0.000209, 0.240373, 2.05461, 
0, 0.000171, 0.218365, 1.9298, 
1.82106, 0.00016, 0.214675, 2.03314, 
0, 0.000204, 0.254856, 2.13999, 
0, 0.000112, 0.244976, 2.01963, 
0, 0.00016, 0.215532, 1.97606, 
0, 6.8e-05, 0.226865, 1.97342, 
1.33628, 0.000162, 0.226567, 2.21516, 
0, 0.000145, 0.232506, 2.07577, 
0, 0.00014, 0.22223, 1.98851, 
0, 5.9e-05, 0.209289, 1.94061, 
0, 4.4e-05, 0.228708, 1.96321, 
1.21292, 4.1e-05, 0.213493, 1.90257, 
0, 0.000172, 0.213492, 1.96837, 
0, 0.000156, 0.22304, 2.10376, 
0, 0.000193, 0.2558, 1.94775, 
0, 5.8e-05, 0.259969, 2.03773, 
0, 0.000228, 0.250472, 2.08421, 
1.41199, 0.000176, 0.241349, 2.04326, 
0, 0.000262, 0.301525, 2.07292, 
0, 0.00017, 0.218289, 2.01258, 
0, 0.000146, 0.204365, 1.96139, 
1.34109, 0.00025, 0.104592, 1.06529, 
0, 0.000176, 0.300583, 2.323, 
0, 0.00022, 0.277411, 2.17619, 
0, 0.000192, 0.232232, 2.02763, 
0, 0.000159, 0.260636, 2.37374, 
0, 0.000146, 0.248, 2.14833, 
1.53368, 0.000104, 0.412034, 2.60932, 
0, 0.000367, 0.382661, 2.33854, 
0, 0.000182, 0.23369, 2.1761, 
0, 0.000169, 0.238259, 1.96961, 
2.00243, 0.000157, 0.227822, 2.0133, 
0, 0.000689, 0.434259, 2.40215, 
0, 0.00019, 0.210757, 2.01931, 
0, 5.4e-05, 0.306074, 2.23154, 
0, 0.000206, 0.246993, 2.07053, 
0, 0.000335, 0.301558, 2.3158, 
1.45768, 0.000411, 0.310176, 2.16572, 
0, 0.000193, 0.379763, 2.13332, 
0, 0.000128, 0.205347, 2.02771, 
0, 0.000185, 0.237274, 2.18259, 
0, 0.000152, 0.227113, 2.17185, 
1.36225, 6.3e-05, 0.211458, 1.91432, 
0, 0.000191, 0.233101, 2.05301, 
0, 0.000275, 0.257964, 2.0217, 
0, 4.4e-05, 0.214831, 2.00042, 
1.92463, 0.000146, 0.233415, 2.16329, 
0, 0.000143, 0.233734, 2.06484, 
0, 0.000188, 0.236559, 2.06643, 
0, 0.000219, 0.254252, 2.11411, 
0, 0.000176, 0.236156, 2.03708, 
1.33014, 0.00031, 0.215155, 2.06111, 
0, 0.000175, 0.23872, 2.0178, 
0, 5.8e-05, 0.21699, 1.89913, 
0, 0.000144, 0.212849, 1.98042, 
0, 0.000117, 0.201075, 2.19743, 
1.3427, 0.000186, 0.239353, 2.02159, 
0, 0.000132, 0.225556, 2.05546, 
0, 0.000184, 0.318862, 1.9959, 
0, 5.9e-05, 0.212584, 1.93596, 
0, 0.0003, 0.275494, 2.86708, 
1.61322, 0.000135, 0.222459, 2.30279, 
0, 0.00017, 0.24094, 2.02467, 
0, 0.000148, 0.292503, 2.46186, 
0, 0.000131, 0.26286, 2.2268, 
