mapping, replan, sfc, mpc, 
1.23274, 6.1e-05, 0.222141, 2.26594, 
0, 3.9e-05, 0.239831, 2.44296, 
0, 3.4e-05, 0.238811, 2.41007, 
0, 6.3e-05, 0.222074, 2.16512, 
0, 0.00013, 0.22639, 2.27161, 
1.57242, 0.00028, 0.243475, 2.24409, 
0, 6.3e-05, 0.258455, 2.36778, 
0, 0.000147, 0.22557, 2.1861, 
0, 0.000152, 0.25422, 2.19491, 
0, 0.000153, 0.259467, 2.35089, 
1.28025, 0.000191, 0.288959, 2.24331, 
0, 0.000156, 0.221485, 2.15968, 
0, 5.4e-05, 0.230561, 2.22743, 
0, 0.000337, 0.260833, 2.324, 
0, 0.000194, 0.234136, 2.2698, 
1.83001, 5.7e-05, 0.244274, 2.22482, 
0, 5.3e-05, 0.231938, 2.05903, 
0, 5.7e-05, 0.216149, 2.33964, 
0, 0.000157, 0.207718, 1.98663, 
0, 0.00016, 0.260324, 2.14832, 
1.42169, 0.000166, 0.24066, 2.33031, 
0, 0.000145, 0.210347, 2.07098, 
0, 0.000175, 0.234514, 1.93607, 
0, 0.000131, 0.217233, 2.08621, 
0, 0.000138, 0.222744, 2.16196, 
1.94179, 0.000138, 0.228787, 2.03224, 
0, 0.000166, 0.227413, 2.10875, 
0, 0.000179, 0.216023, 2.05395, 
0, 0.000148, 0.257881, 2.1145, 
0, 0.000174, 0.229453, 2.1165, 
1.07553, 0.000114, 0.236473, 2.13108, 
0, 0.000194, 0.24033, 2.18576, 
0, 5.5e-05, 0.22718, 2.19913, 
0, 0.000339, 0.287249, 2.30228, 
0, 0.000215, 0.264395, 2.41069, 
1.93636, 5.2e-05, 0.221863, 3.12913, 
0, 5.4e-05, 0.219111, 2.21232, 
0, 0.000153, 0.315971, 2.24025, 
0, 0.000137, 0.222206, 2.14724, 
0, 0.000184, 0.222094, 2.20714, 
1.23555, 0.000151, 0.235691, 2.12994, 
0, 0.000188, 0.329328, 2.44467, 
0, 3.4e-05, 0.2229, 2.10473, 
0, 0.000204, 0.217243, 2.11918, 
0, 0.000147, 0.255172, 2.38518, 
1.37964, 0.000272, 0.339781, 3.62858, 
0, 0.000132, 0.246935, 2.25663, 
0, 0.000149, 0.218441, 2.24611, 
0, 0.000169, 0.267582, 2.58947, 
0, 0.000189, 0.263235, 2.57793, 
1.2163, 0.000306, 0.246187, 2.33803, 
0, 0.000219, 0.251784, 2.16903, 
0, 0.000163, 0.24399, 2.18551, 
0, 5.4e-05, 0.235156, 2.08435, 
0, 0.000125, 0.251093, 2.26091, 
1.35787, 0.000259, 0.250847, 2.176, 
0, 5.5e-05, 0.217854, 2.10734, 
0, 0.000127, 0.234225, 2.03253, 
0, 0.000161, 0.255443, 2.24143, 
0, 0.00015, 0.230614, 2.15305, 
1.45791, 3.4e-05, 0.226779, 2.14849, 
0, 6.7e-05, 0.243268, 2.3122, 
0, 0.000181, 0.542852, 2.65975, 
0, 4.2e-05, 0.251193, 2.45108, 
0, 0.000191, 0.264514, 2.2702, 
1.9549, 0.000161, 0.460491, 2.17461, 
0, 0.000214, 0.504143, 2.22039, 
0, 5.6e-05, 0.237249, 2.19542, 
0, 0.00019, 0.267231, 2.25887, 
0, 0.00014, 0.481899, 2.36995, 
1.71605, 5e-05, 0.444958, 3.09829, 
0, 0.000173, 0.272003, 2.2672, 
0, 6.5e-05, 0.25179, 2.51703, 
0, 0.000136, 0.302677, 2.3502, 
0, 0.000186, 0.299495, 2.52312, 
1.59487, 0.000234, 0.328003, 2.47628, 
0, 0.000279, 0.270116, 2.44616, 
0, 0.000178, 0.295914, 2.36226, 
0, 6.6e-05, 0.310224, 2.46463, 
0, 0.000201, 0.239712, 2.24178, 
1.79523, 3.5e-05, 0.518727, 2.36303, 
0, 0.00019, 0.24413, 2.24134, 
0, 0.000141, 0.270254, 2.47505, 
0, 5.9e-05, 0.609109, 2.35543, 
0, 0.000198, 0.269716, 2.39659, 
1.97188, 0.000172, 0.312896, 2.72187, 
0, 0.000189, 0.277213, 2.3106, 
0, 0.000154, 0.521965, 2.42247, 
0, 0.000861, 0.889887, 2.70081, 
0, 0.000169, 0.479882, 2.39774, 
1.58755, 0.000125, 0.449935, 2.48167, 
0, 6.6e-05, 0.25484, 2.48661, 
0, 0.000385, 0.275548, 2.48962, 
0, 0.000169, 0.29466, 2.36277, 
0, 0.000208, 0.990137, 2.97078, 
1.19698, 0.000146, 0.26618, 2.58028, 
0, 0.000259, 0.550413, 2.80311, 
0, 0.000189, 0.559116, 2.35346, 
0, 0.000172, 0.607947, 2.64097, 
0, 0.000162, 0.245851, 7.61302, 
1.44079, 5e-05, 0.260531, 2.93622, 
0, 0.000201, 0.310428, 2.48074, 
0, 5.9e-05, 0.238886, 2.46886, 
0, 0.000246, 0.304587, 2.83154, 
0, 0.000182, 0.407813, 2.50056, 
2.78791, 0.000163, 0.323437, 2.63703, 
0, 6e-05, 0.258588, 2.42143, 
0, 0.000298, 0.257617, 2.42091, 
0, 0.000181, 0.337302, 2.83565, 
0, 0.000165, 0.27886, 2.88074, 
1.64887, 6.4e-05, 0.255713, 2.42093, 
0, 5.4e-05, 0.240986, 2.48312, 
0, 0.000241, 0.299602, 2.39349, 
0, 0.000151, 0.332204, 2.49097, 
0, 0.00015, 0.264568, 2.53952, 
2.15987, 0.000244, 0.307579, 2.79267, 
0, 0.000239, 0.288755, 2.35769, 
0, 0.000549, 0.285331, 2.38834, 
0, 5.9e-05, 0.27045, 2.25447, 
0, 0.000154, 0.24857, 2.39655, 
1.26907, 7.7e-05, 0.229047, 2.06963, 
0, 5.7e-05, 0.265191, 2.16015, 
0, 5.5e-05, 0.210393, 2.01184, 
0, 3.6e-05, 0.213594, 2.03887, 
0, 0.000183, 0.234174, 2.22186, 
1.13659, 7.8e-05, 0.219911, 2.188, 
0, 5.8e-05, 0.240643, 2.20552, 
0, 5.4e-05, 0.236414, 1.97912, 
0, 8.2e-05, 0.310549, 2.09201, 
0, 0.000201, 0.261934, 2.22, 
1.1547, 0.000132, 0.241195, 2.22645, 
0, 0.000234, 0.267078, 2.21951, 
0, 0.000219, 0.332898, 2.90511, 
0, 0.000156, 0.294797, 2.27235, 
0, 4.7e-05, 0.257937, 2.23927, 
2.25691, 0.000144, 0.230278, 2.15633, 
0, 0.000209, 0.345163, 2.57579, 
0, 0.000157, 0.25785, 2.49697, 
0, 3.4e-05, 0.223274, 2.37367, 
0, 0.000152, 0.230614, 2.14062, 
1.23768, 0.000291, 0.311315, 2.71737, 
0, 0.000294, 0.317632, 2.38053, 
0, 0.000381, 0.364933, 2.5931, 
0, 0.000141, 0.241831, 2.30013, 
0, 0.000592, 0.307263, 2.39432, 
1.69834, 5.8e-05, 0.351205, 2.75833, 
0, 4.7e-05, 0.281376, 2.5256, 
0, 0.000167, 0.595442, 2.55644, 
0, 0.01375, 0.280956, 2.61984, 
0, 0.000193, 0.316067, 2.50567, 
1.64175, 0.000204, 0.330402, 2.87502, 
0, 0.000169, 0.58854, 2.45947, 
0, 7.1e-05, 0.270078, 2.37762, 
0, 0.000147, 0.282383, 2.49811, 
0, 0.000149, 0.246097, 2.36426, 
1.10024, 0.000168, 0.52601, 2.37675, 
0, 6.5e-05, 0.239404, 2.50113, 
0, 0.000155, 0.250111, 2.21049, 
0, 0.000185, 0.259466, 2.38589, 
0, 0.000203, 0.295994, 2.50918, 
1.28882, 0.00032, 0.310994, 2.918, 
0, 0.000287, 0.249793, 2.54056, 
0, 0.000169, 0.240569, 2.37261, 
0, 6.7e-05, 0.368737, 2.85894, 
0, 3.6e-05, 0.247783, 2.37117, 
1.26595, 7.4e-05, 0.305277, 2.67116, 
0, 0.000164, 0.359032, 2.56465, 
0, 0.000156, 0.330956, 2.76393, 
0, 0.00012, 0.274525, 2.80094, 
0, 0.00016, 0.356256, 2.33903, 
1.50759, 0.000535, 0.3804, 2.55792, 
0, 6.1e-05, 0.275002, 2.46745, 
0, 0.000208, 0.406516, 2.63027, 
0, 0.000143, 0.263755, 2.35697, 
0, 0.000238, 0.258284, 2.54029, 
1.24336, 3.6e-05, 0.235646, 2.38992, 
0, 3.7e-05, 0.297834, 2.95544, 
0, 0.000171, 0.32106, 2.65183, 
0, 6.3e-05, 0.272228, 2.46655, 
0, 0.000125, 0.245643, 2.52171, 
2.03771, 0.00029, 0.392168, 2.98186, 
0, 0.000272, 0.270234, 2.50191, 
0, 0.000209, 0.356993, 2.54874, 
0, 0.000327, 0.397106, 2.95669, 
0, 4.3e-05, 0.287587, 2.53556, 
1.46477, 0.000191, 0.285966, 2.48043, 
0, 0.00014, 0.29481, 2.54725, 
0, 4.6e-05, 0.290844, 2.45102, 
0, 0.000205, 0.348755, 2.83189, 
0, 0.00016, 0.270603, 2.66778, 
1.35853, 0.000221, 0.395264, 2.87748, 
0, 3.8e-05, 0.327359, 2.86529, 
0, 0.000231, 0.30218, 2.65941, 
0, 0.000125, 0.304891, 2.58123, 
0, 0.000129, 0.27625, 2.51337, 
1.80631, 0.000209, 0.307611, 2.483, 
0, 0.000153, 0.271393, 2.86004, 
0, 0.000135, 0.347339, 2.70991, 
0, 0.000191, 0.305538, 2.65118, 
0, 0.000161, 0.254359, 2.83856, 
1.57683, 0.000164, 0.25478, 2.37818, 
0, 0.00024, 0.335372, 2.91592, 
0, 0.00013, 0.292925, 2.44616, 
0, 0.000322, 0.417424, 2.9049, 
0, 0.00016, 0.248753, 2.37179, 
1.86381, 0.000151, 0.232165, 2.19805, 
0, 5.2e-05, 0.250176, 2.32104, 
0, 0.000223, 0.273644, 2.27726, 
0, 0.000128, 0.226857, 2.11159, 
0, 0.000243, 0.233996, 2.21057, 
1.22982, 0.000154, 0.265843, 2.31798, 
0, 0.000183, 0.379818, 2.43787, 
0, 3.4e-05, 0.25268, 2.25822, 
0, 0.000137, 0.278185, 2.32068, 
0, 0.000161, 0.364504, 2.78838, 
1.35992, 0.000184, 0.221072, 2.31715, 
0, 5.8e-05, 0.238779, 2.10133, 
0, 0.000287, 0.297895, 2.37942, 
0, 6.1e-05, 0.253684, 2.50171, 
0, 0.000194, 0.296776, 2.29336, 
1.38406, 0.000167, 0.259549, 2.31296, 
0, 0.000204, 0.258099, 2.26134, 
0, 0.000154, 0.276871, 2.33891, 
0, 7.9e-05, 0.263576, 2.22099, 
0, 0.000183, 0.249257, 2.33768, 
1.16391, 7.7e-05, 0.279918, 2.24535, 
0, 0.000269, 0.297908, 2.22629, 
0, 0.000227, 0.237386, 2.31149, 
0, 0.000133, 0.284806, 2.19378, 
0, 0.000256, 0.300338, 2.73711, 
1.96751, 0.000158, 0.33344, 2.6019, 
0, 0.000169, 0.259571, 2.21947, 
0, 0.000182, 0.25602, 2.26525, 
0, 0.000292, 0.240636, 2.2507, 
0, 0.000208, 0.237532, 2.26158, 
1.42446, 0.000157, 0.224401, 2.88023, 
0, 0.000223, 0.234115, 2.22762, 
0, 6.3e-05, 0.267695, 2.15096, 
0, 0.000174, 0.221292, 2.10026, 
0, 0.000175, 0.227715, 2.24263, 
1.27826, 0.000139, 0.290152, 2.37102, 
0, 0.000226, 0.239156, 2.24038, 
0, 0.000373, 0.271298, 2.49234, 
0, 0.00017, 0.277502, 2.39972, 
0, 0.000243, 0.234302, 2.22018, 
1.15928, 0.000122, 0.233486, 2.28173, 
0, 0.000253, 0.280537, 2.22466, 
0, 0.000209, 0.240728, 2.1702, 
0, 0.00014, 0.237239, 2.21145, 
0, 0.00014, 0.225274, 2.21712, 
1.59676, 0.000308, 0.249648, 2.43664, 
0, 0.000179, 0.247457, 2.28572, 
0, 0.000133, 0.286688, 2.29991, 
0, 0.000165, 0.275151, 2.2906, 
0, 6e-05, 0.234289, 2.15552, 
1.25752, 0.000153, 0.231832, 2.1789, 
0, 3.6e-05, 0.238408, 2.15774, 
0, 0.00016, 0.231617, 2.16032, 
0, 0.000179, 0.238382, 2.18068, 
0, 0.000162, 0.227965, 2.22015, 
1.44821, 0.000241, 0.262701, 2.28155, 
0, 0.000198, 0.228776, 2.11725, 
0, 0.000158, 0.23899, 2.21569, 
0, 0.000154, 0.230664, 2.18876, 
0, 0.000218, 0.282405, 2.36275, 
1.23375, 0.00019, 0.227404, 2.35809, 
0, 5.9e-05, 0.229781, 2.16537, 
0, 0.000152, 0.22876, 2.07798, 
0, 0.000131, 0.24282, 2.13429, 
0, 0.000227, 0.249108, 2.18143, 
2.18122, 0.000137, 0.47422, 2.25372, 
0, 0.000179, 0.250747, 2.30058, 
0, 0.000129, 0.222592, 2.20793, 
0, 0.00026, 0.288351, 2.33248, 
0, 0.000319, 0.336187, 2.35947, 
1.30176, 7.2e-05, 0.229752, 2.26643, 
0, 4.9e-05, 0.263098, 2.20947, 
0, 5.4e-05, 0.249515, 2.51222, 
0, 6.3e-05, 0.248284, 2.16518, 
0, 0.000256, 0.235344, 2.21801, 
1.46323, 0.000177, 0.346806, 2.25229, 
0, 5.6e-05, 0.265689, 2.35397, 
0, 0.000246, 0.304952, 2.31587, 
0, 0.000232, 0.261209, 3.05682, 
0, 4.6e-05, 0.232086, 2.3221, 
1.46061, 0.00042, 0.506651, 2.62262, 
0, 4.8e-05, 0.241903, 2.37957, 
0, 0.00017, 0.287299, 2.51062, 
0, 0.000233, 0.389915, 2.81905, 
0, 0.000217, 0.262151, 2.38706, 
1.36943, 0.000148, 0.22403, 2.26256, 
0, 0.000155, 0.248086, 2.19016, 
0, 0.000254, 0.238083, 2.25312, 
0, 8e-05, 0.25691, 2.2262, 
0, 0.000293, 0.365487, 2.52227, 
1.35989, 0.000259, 0.342013, 2.76881, 
0, 6.2e-05, 0.31752, 3.03574, 
0, 0.000148, 0.285854, 2.57334, 
0, 0.000203, 0.364456, 3.14533, 
0, 0.000142, 0.339123, 2.85162, 
1.75851, 0.000212, 0.316517, 2.74943, 
0, 0.00015, 0.265606, 2.48142, 
0, 5.1e-05, 0.335504, 2.72803, 
0, 0.00016, 0.313557, 2.81336, 
0, 0.000169, 0.25103, 2.46402, 
1.40118, 0.000252, 0.325957, 2.71271, 
0, 0.000148, 0.288205, 2.59067, 
0, 0.00016, 0.226595, 2.17855, 
0, 0.000181, 0.444424, 2.43027, 
0, 0.00027, 0.283799, 2.47406, 
1.26825, 0.000246, 0.390498, 2.84908, 
0, 0.000146, 0.25463, 2.53706, 
0, 6.9e-05, 0.31853, 2.65877, 
0, 0.000137, 0.256613, 2.30444, 
0, 0.000164, 0.2425, 2.47276, 
1.03627, 9.1e-05, 0.348141, 2.36378, 
0, 0.000147, 0.229392, 2.24107, 
0, 0.000163, 0.220425, 2.15328, 
0, 6.2e-05, 0.276248, 2.09537, 
0, 3.6e-05, 0.229281, 2.24792, 
1.50838, 0.000139, 0.267321, 2.41692, 
0, 5.9e-05, 0.240853, 2.15735, 
0, 0.000151, 0.23843, 2.24529, 
0, 3.4e-05, 0.216821, 2.05663, 
0, 7.7e-05, 0.235084, 2.21681, 
1.22613, 0.000237, 0.228478, 2.19123, 
0, 0.000298, 0.313007, 2.22014, 
0, 0.000144, 0.23568, 2.19903, 
0, 4.6e-05, 0.213809, 2.14016, 
0, 8.4e-05, 0.348822, 2.79281, 
1.27678, 0.000234, 0.312821, 2.30991, 
0, 0.00025, 0.228657, 2.21197, 
0, 7.6e-05, 0.240639, 2.26869, 
0, 0.000204, 0.215751, 2.05118, 
0, 3.4e-05, 0.238281, 2.19459, 
1.65196, 5e-05, 0.30461, 2.15895, 
0, 0.000147, 0.211759, 2.31105, 
0, 0.000156, 0.223078, 2.06187, 
0, 5.8e-05, 0.221361, 2.0613, 
0, 0.00017, 0.242358, 2.22761, 
1.17807, 3.5e-05, 0.263194, 2.39008, 
0, 0.000202, 0.232861, 2.27933, 
0, 0.000116, 0.240248, 2.39526, 
0, 3.5e-05, 0.234722, 2.16591, 
0, 0.000129, 0.221674, 2.23035, 
1.14702, 0.000196, 0.252244, 2.37138, 
0, 0.000126, 0.225482, 2.25463, 
0, 0.000175, 0.315704, 2.27736, 
0, 0.000144, 0.244138, 2.28117, 
0, 0.00022, 0.282894, 2.39568, 
1.41271, 0.000153, 0.223667, 2.19596, 
0, 5.8e-05, 0.253806, 2.19418, 
0, 0.000206, 0.283882, 2.52142, 
0, 3.5e-05, 0.252199, 2.25447, 
0, 0.000216, 0.256677, 2.27596, 
1.07403, 5.7e-05, 0.229283, 2.31054, 
0, 0.000281, 0.263953, 2.49974, 
0, 7.3e-05, 0.243516, 2.25884, 
0, 0.000124, 0.23125, 2.66313, 
0, 0.000132, 0.282257, 2.67722, 
1.63792, 0.000168, 0.257014, 2.30423, 
0, 0.000163, 0.253354, 2.28358, 
0, 3.3e-05, 0.222063, 2.11712, 
0, 0.000265, 0.292601, 2.19385, 
0, 0.000158, 0.257706, 2.26243, 
1.10656, 0.000135, 0.228148, 2.08666, 
0, 0.000152, 0.225971, 2.25073, 
0, 0.00019, 0.246524, 2.2187, 
0, 0.000176, 0.254163, 2.18097, 
0, 0.000174, 0.283928, 2.34109, 
1.4624, 0.000153, 0.247374, 2.15937, 
0, 5.6e-05, 0.306886, 2.94522, 
0, 5.4e-05, 0.261336, 2.24694, 
0, 0.000182, 0.236985, 2.20014, 
0, 4.3e-05, 0.271344, 2.35246, 
1.21128, 0.000148, 0.248528, 2.73511, 
0, 0.000125, 0.252438, 2.42073, 
0, 6.3e-05, 0.273055, 2.42995, 
0, 6.6e-05, 0.264859, 2.31882, 
0, 5.8e-05, 0.24459, 2.36264, 
1.21634, 0.000204, 0.275678, 2.31838, 
0, 0.000185, 0.236031, 2.40778, 
0, 0.000142, 0.247449, 2.17102, 
0, 0.000143, 0.26321, 2.29282, 
0, 0.000286, 0.265528, 2.31493, 
1.06093, 3.4e-05, 0.25427, 2.41839, 
0, 0.000162, 0.283098, 2.63871, 
0, 0.00013, 0.291058, 2.52201, 
0, 0.000207, 0.268281, 2.40185, 
0, 0.000133, 0.266424, 2.50454, 
1.14297, 0.000284, 0.525184, 2.55643, 
0, 0.000165, 0.270967, 2.59852, 
0, 4.7e-05, 0.245281, 2.4266, 
0, 5.4e-05, 0.261383, 2.37767, 
0, 0.000188, 0.283113, 2.50775, 
1.26453, 0.000139, 0.258701, 2.48351, 
0, 0.000162, 0.267326, 2.49989, 
0, 0.000193, 0.254525, 2.39479, 
0, 4.2e-05, 0.283849, 2.50657, 
0, 0.000166, 0.277501, 3.69998, 
1.14902, 7.3e-05, 0.283612, 2.48863, 
0, 0.000161, 0.274137, 2.42997, 
0, 0.000169, 0.251296, 2.26505, 
0, 0.00022, 0.238504, 2.30464, 
0, 0.000144, 0.272083, 2.47755, 
1.17422, 0.000156, 0.235951, 2.44577, 
0, 0.000163, 0.235546, 2.34423, 
0, 0.000168, 0.224343, 2.17734, 
0, 0.000192, 0.247887, 2.23194, 
0, 0.000266, 0.326726, 2.38274, 
1.03893, 4.5e-05, 0.63763, 4.57567, 
0, 6.3e-05, 0.477905, 2.14967, 
0, 0.000125, 0.235083, 2.13782, 
0, 0.000207, 0.332989, 2.45656, 
1.01306, 7.8e-05, 0.236668, 2.2642, 
0, 7.7e-05, 0.244998, 2.39309, 
0, 0.00018, 0.412375, 2.32815, 
0, 0.000232, 0.244472, 2.19775, 
0, 0.000156, 0.713999, 3.04845, 
0, 0.000172, 0.334583, 3.33758, 
1.21166, 0.000165, 0.283631, 2.29812, 
0, 0.000125, 0.278261, 2.37893, 
0, 0.000207, 0.225693, 2.09293, 
0, 5.3e-05, 0.231303, 2.18363, 
0, 0.000174, 0.265155, 2.26086, 
1.07026, 0.000539, 0.292967, 2.50838, 
0, 0.00024, 0.308398, 2.68562, 
0, 0.000146, 0.239197, 2.11057, 
0, 4.5e-05, 0.265255, 2.33031, 
0, 0.000172, 0.235684, 2.25643, 
1.53686, 0.000179, 0.261473, 2.22764, 
0, 6.7e-05, 0.257894, 2.41673, 
0, 0.000147, 0.240603, 2.2349, 
0, 4.1e-05, 0.255528, 2.36248, 
0, 0.000172, 0.23355, 2.35574, 
1.18532, 0.000146, 0.27572, 2.85142, 
0, 0.00035, 0.26372, 2.57368, 
0, 0.000398, 0.315817, 2.58192, 
0, 0.000139, 0.263315, 2.52949, 
0, 0.00014, 0.261354, 2.59073, 
1.66588, 0.00015, 0.264472, 2.5405, 
0, 0.000214, 0.26914, 2.45885, 
0, 5.7e-05, 0.244852, 2.3266, 
0, 0.000168, 0.257709, 2.38985, 
0, 0.000172, 0.260227, 2.444, 
1.2469, 0.000165, 0.276887, 2.92147, 
0, 0.000152, 0.29543, 2.60055, 
0, 0.00031, 0.322225, 2.42082, 
0, 0.000174, 0.498192, 2.364, 
0, 5.2e-05, 0.417704, 2.73074, 
1.37969, 0.000151, 0.575258, 2.5799, 
0, 0.000133, 0.256371, 2.58623, 
0, 0.000186, 0.575605, 2.8388, 
0, 0.000188, 0.332764, 2.53408, 
0, 0.000128, 0.321164, 2.63098, 
1.39324, 3.7e-05, 0.603917, 2.66316, 
0, 0.000203, 0.919853, 2.95138, 
0, 5.3e-05, 0.244081, 2.5353, 
0, 0.000126, 0.265045, 2.60925, 
0, 6.2e-05, 0.526035, 2.52329, 
2.13976, 0.000164, 0.268018, 2.63318, 
0, 0.000149, 0.246258, 2.50339, 
0, 0.000194, 0.261105, 2.61181, 
0, 0.000219, 0.255885, 2.44983, 
0, 7.3e-05, 0.305761, 2.69355, 
2.11609, 0.000184, 0.316806, 3.28894, 
0, 0.000156, 0.540556, 2.43562, 
0, 7.1e-05, 0.247244, 2.53969, 
0, 0.000187, 0.763019, 2.91458, 
0, 0.000145, 0.261393, 2.40208, 
1.98615, 0.000155, 0.287123, 2.60851, 
0, 0.00015, 0.341936, 2.57875, 
0, 0.000119, 0.59719, 3.06201, 
0, 0.000157, 0.496813, 2.45709, 
0, 0.000142, 0.344261, 2.47787, 
1.37562, 7.2e-05, 0.257396, 2.40741, 
0, 0.000345, 0.500114, 2.80669, 
0, 0.000205, 0.59842, 2.75189, 
0, 0.000408, 0.478071, 2.90702, 
0, 0.00014, 0.269968, 2.5936, 
1.25327, 0.000204, 0.55214, 2.633, 
0, 0.000367, 0.315053, 2.50502, 
0, 0.000155, 0.297391, 2.58837, 
0, 0.00013, 0.55289, 2.54068, 
0, 5e-05, 0.31801, 2.92984, 
1.54882, 0.000115, 0.274489, 2.64421, 
0, 0.00015, 0.304898, 2.68785, 
0, 0.000192, 0.32643, 2.59501, 
0, 0.000128, 0.288442, 3.00122, 
0, 0.000212, 0.582078, 2.8535, 
1.88103, 0.000279, 0.619915, 2.45097, 
0, 5.5e-05, 0.22845, 2.33833, 
0, 5.4e-05, 0.307475, 2.42597, 
0, 6e-05, 0.247202, 2.34355, 
0, 0.000233, 0.50549, 2.45868, 
1.80533, 0.000153, 0.468053, 2.57551, 
0, 0.000199, 0.486922, 2.33603, 
0, 0.000195, 0.502265, 2.34649, 
0, 0.000156, 0.312434, 2.48561, 
0, 8.3e-05, 0.304137, 2.62208, 
1.34067, 0.000147, 0.249687, 2.20811, 
0, 0.000168, 0.250323, 2.15179, 
0, 0.000157, 0.239896, 2.22822, 
0, 0.000166, 0.238609, 2.1509, 
0, 0.000185, 0.239952, 2.11176, 
1.16809, 5.7e-05, 0.224438, 2.22856, 
0, 0.000159, 0.239682, 2.24594, 
0, 7.7e-05, 0.302624, 2.59145, 
0, 0.000197, 0.511065, 2.32464, 
0, 5.8e-05, 0.502873, 2.32632, 
1.25646, 0.000203, 0.265406, 2.26256, 
0, 0.00018, 0.511074, 2.14687, 
0, 0.000163, 0.32068, 2.72255, 
0, 0.000258, 0.375785, 2.39059, 
0, 0.000384, 0.725643, 2.60211, 
2.82994, 0.000201, 0.527313, 2.31503, 
0, 0.000168, 0.418129, 2.32565, 
0, 0.00019, 0.288206, 2.33631, 
0, 0.000137, 0.498113, 2.31712, 
0, 6.5e-05, 0.333497, 2.294, 
1.40932, 0.000126, 0.712119, 2.60713, 
0, 0.000144, 0.276952, 2.33878, 
0, 0.00022, 0.295052, 2.30552, 
0, 0.00016, 0.266415, 2.47861, 
0, 0.000165, 0.234049, 2.28572, 
1.19796, 0.000176, 0.539135, 2.57134, 
0, 4.9e-05, 0.321563, 2.39138, 
0, 0.000168, 0.288302, 2.44026, 
0, 0.000238, 0.344458, 2.5315, 
0, 0.000152, 0.283285, 2.86017, 
1.80478, 0.000181, 0.525583, 2.60968, 
0, 0.000501, 0.350002, 2.62322, 
0, 0.000196, 0.243768, 2.23212, 
0, 6.5e-05, 0.237428, 2.25873, 
0, 0.000176, 0.523922, 2.25579, 
1.18054, 0.000201, 0.242643, 2.42906, 
0, 0.000147, 0.242455, 2.33287, 
0, 0.000131, 0.263162, 2.42829, 
0, 0.000138, 0.229216, 2.19351, 
0, 0.000187, 0.373092, 2.41484, 
1.44989, 0.000161, 0.272079, 2.4546, 
0, 0.000215, 0.286997, 2.51213, 
0, 0.000127, 0.545202, 3.04487, 
0, 5.3e-05, 0.401374, 2.2409, 
0, 0.000172, 0.312383, 2.5665, 
0, 0.00016, 0.262854, 2.47913, 
1.32887, 0.000356, 0.340638, 2.5309, 
0, 3.7e-05, 0.484676, 2.72511, 
0, 0.000143, 0.264198, 2.25022, 
0, 0.000215, 0.289385, 2.48572, 
1.28117, 0.000131, 0.318289, 2.69002, 
0, 0.00014, 0.568859, 2.43799, 
0, 0.000177, 0.480174, 2.33698, 
0, 6.8e-05, 0.232423, 2.45762, 
0, 0.000345, 0.923167, 2.95402, 
1.21218, 0.000152, 0.271507, 2.36093, 
0, 5.2e-05, 0.259506, 2.36415, 
0, 0.000277, 0.390665, 2.34803, 
0, 0.000136, 0.256272, 2.3493, 
0, 0.000174, 0.52427, 2.41668, 
1.27533, 3.5e-05, 0.286158, 2.26271, 
0, 0.000126, 0.287683, 2.28811, 
0, 0.000212, 0.465915, 2.3233, 
0, 5.6e-05, 0.225905, 2.22524, 
0, 0.000176, 0.223791, 2.37246, 
1.24611, 0.000145, 0.236787, 2.18263, 
0, 0.000129, 0.269167, 2.37152, 
0, 5.9e-05, 0.233566, 2.21143, 
0, 6.3e-05, 0.241912, 2.18678, 
0, 0.000127, 0.577643, 2.23268, 
1.59167, 0.000149, 0.274812, 2.69546, 
0, 0.000196, 0.277862, 2.47204, 
0, 0.000134, 0.492205, 2.55201, 
0, 3.7e-05, 0.307892, 2.55434, 
0, 0.000331, 0.275401, 2.53393, 
2.08746, 0.000166, 0.274189, 2.52773, 
0, 0.000179, 0.29336, 2.59364, 
0, 0.000258, 0.500828, 2.75929, 
0, 0.000214, 0.332827, 2.69267, 
0, 0.000165, 0.265482, 2.55254, 
0, 0.000318, 0.291686, 3.05612, 
2.76253, 0.000181, 0.48837, 2.59339, 
0, 0.000201, 0.283166, 2.64289, 
0, 5.7e-05, 0.498794, 2.4888, 
0, 0.000162, 0.626885, 2.89653, 
2.11062, 0.000148, 0.808644, 2.37859, 
0, 0.000158, 0.242082, 2.23899, 
0, 0.000143, 0.706419, 2.37815, 
0, 0.000186, 0.231732, 2.61816, 
0, 0.000151, 0.23765, 2.23855, 
1.28954, 0.000147, 0.492035, 2.32128, 
0, 6.5e-05, 0.268475, 2.2605, 
0, 0.000145, 0.248372, 2.26816, 
0, 0.000329, 0.307261, 2.3704, 
0, 0.000161, 0.266239, 2.45301, 
1.50971, 0.000156, 0.251159, 2.2739, 
0, 4.2e-05, 0.229554, 2.19639, 
0, 0.000134, 0.281847, 2.40317, 
0, 0.165839, 0.307465, 2.8491, 
0, 0.000291, 0.626667, 2.59574, 
1.23753, 0.000145, 0.686366, 2.54298, 
0, 5.2e-05, 0.676513, 2.56261, 
0, 0.000188, 0.790098, 2.3332, 
0, 0.000178, 0.744837, 2.40282, 
0, 0.000145, 0.373677, 2.32741, 
1.25024, 0.000148, 0.599765, 2.47022, 
